mileage_google_review_grouped_engine_family,,,,,,,,,,,,,,,,,,,
make,model,fuel,transmission,transmissionSubtype,engineFamily,count,sampleVariants,googleQuery1,googleQuery2,googleQuery3,googleQuery4,googleQuery5,evidenceValue,evidenceBasis,sourceName,sourceUrl,decision,note,variantProfileKeys
Tata,Altroz,Petrol,Automatic,AMT,86.79bhp_115nm,4,Tata Altroz Creative AMT | Tata Altroz Creative S AMT | Tata Altroz Pure AMT | Tata Altroz Pure S AMT,"""Tata Altroz"" Petrol AMT ARAI mileage","""Tata Altroz"" 86.79bhp 115nm claimed mileage kmpl","""Tata Altroz"" Petrol AMT brochure mileage","""Tata Altroz"" Petrol AMT site:v3cars.com mileage","""Tata Altroz"" Petrol AMT site:carwale.com mileage",18.5,,,,,,tata_altroz__creative-amt__petrol_automatic | tata_altroz__creative-s-amt__petrol_automatic | tata_altroz__pure-amt__petrol_automatic | tata_altroz__pure-s-amt__petrol_automatic
Tata,Punch,Cng,Automatic,AMT,72bhp_103nm_cng,4,Tata Punch Accomplished Plus S CNG AMT | Tata Punch Adventure CNG AMT | Tata Punch Adventure S CNG AMT | Tata Punch Pure Plus CNG AMT,"""Tata Punch"" Cng AMT ARAI mileage","""Tata Punch"" 72bhp 103nm cng claimed mileage kmpl","""Tata Punch"" Cng AMT brochure mileage","""Tata Punch"" Cng AMT site:v3cars.com mileage","""Tata Punch"" Cng AMT site:carwale.com mileage",,,,,,,tata_punch__accomplished-plus-s-cng-amt__cng_automatic | tata_punch__adventure-cng-amt__cng_automatic | tata_punch__adventure-s-cng-amt__cng_automatic | tata_punch__pure-plus-cng-amt__cng_automatic
Tata,Safari,Diesel,Automatic,AT,167.62bhp_280nm,4,Tata Safari Accomplished Ultra 6S AT | Tata Safari Accomplished Ultra AT | Tata Safari Accomplished Ultra Red Dark 6S AT | Tata Safari Accomplished Ultra Red Dark AT,"""Tata Safari"" Diesel AT ARAI mileage","""Tata Safari"" 167.62bhp 280nm claimed mileage kmpl","""Tata Safari"" Diesel AT brochure mileage","""Tata Safari"" Diesel AT site:v3cars.com mileage","""Tata Safari"" Diesel AT site:carwale.com mileage",,,,,,,tata_safari__accomplished-ultra-6s-at__diesel_automatic | tata_safari__accomplished-ultra-at__diesel_automatic | tata_safari__accomplished-ultra-red-dark-6s-at__diesel_automatic | tata_safari__accomplished-ultra-red-dark-at__diesel_automatic
Tata,Tiago,Cng,Automatic,AMT,74.46bhp_96.5nm_cng,4,Tata Tiago Creative CNG AMT | Tata Tiago Pure CNG AMT | Tata Tiago Pure Plus A CNG AMT | Tata Tiago Pure Plus CNG AMT,"""Tata Tiago"" Cng AMT ARAI mileage","""Tata Tiago"" 74.46bhp 96.5nm cng claimed mileage kmpl","""Tata Tiago"" Cng AMT brochure mileage","""Tata Tiago"" Cng AMT site:v3cars.com mileage","""Tata Tiago"" Cng AMT site:carwale.com mileage",28.06,,,https://www.bajajfinserv.in/tata-tiago-mileage,,,tata_tiago__creative-cng-amt__cng_automatic | tata_tiago__pure-cng-amt__cng_automatic | tata_tiago__pure-plus-a-cng-amt__cng_automatic | tata_tiago__pure-plus-cng-amt__cng_automatic
Audi,Q3,Petrol,Automatic,AT,187.74bhp_320nm,3,Audi Q3 Premium | Audi Q3 Premium Plus | Audi Q3 Technology,"""Audi Q3"" Petrol AT ARAI mileage","""Audi Q3"" 187.74bhp 320nm claimed mileage kmpl","""Audi Q3"" Petrol AT brochure mileage","""Audi Q3"" Petrol AT site:v3cars.com mileage","""Audi Q3"" Petrol AT site:carwale.com mileage",,,,,,,audi_q3__premium__petrol_automatic | audi_q3__premium-plus__petrol_automatic | audi_q3__technology__petrol_automatic
Isuzu,S Cab,Diesel,Manual,MT,77.77bhp_176nm,3,Isuzu S Cab S-CAB EX CBC Hi-Ride | Isuzu S Cab S-CAB EX Hi-Ride | Isuzu S Cab S-CAB Hi-Ride AC,"""Isuzu S Cab"" Diesel MT ARAI mileage","""Isuzu S Cab"" 77.77bhp 176nm claimed mileage kmpl","""Isuzu S Cab"" Diesel MT brochure mileage","""Isuzu S Cab"" Diesel MT site:v3cars.com mileage","""Isuzu S Cab"" Diesel MT site:carwale.com mileage",,,,,,,isuzu_s-cab__s-cab-ex-cbc-hi-ride__diesel_manual | isuzu_s-cab__s-cab-ex-hi-ride__diesel_manual | isuzu_s-cab__s-cab-hi-ride-ac__diesel_manual
Jeep,Meridian,Diesel,Manual,MT,168bhp_350nm,3,Jeep Meridian Limited Opt 4x2 | Jeep Meridian Longitude 4x2 | Jeep Meridian Longitude Plus 4x2,"""Jeep Meridian"" Diesel MT ARAI mileage","""Jeep Meridian"" 168bhp 350nm claimed mileage kmpl","""Jeep Meridian"" Diesel MT brochure mileage","""Jeep Meridian"" Diesel MT site:v3cars.com mileage","""Jeep Meridian"" Diesel MT site:carwale.com mileage",,,,,,,jeep_meridian__limited-opt-4x2__diesel_manual | jeep_meridian__longitude-4x2__diesel_manual | jeep_meridian__longitude-plus-4x2__diesel_manual
Kia,Seltos,Petrol,Manual,MT,158bhp_253nm,3,Kia Seltos HTE Opt TGDi iMT | Kia Seltos HTK Opt TGDi iMT | Kia Seltos HTK TGDi iMT,"""Kia Seltos"" Petrol MT ARAI mileage","""Kia Seltos"" 158bhp 253nm claimed mileage kmpl","""Kia Seltos"" Petrol MT brochure mileage","""Kia Seltos"" Petrol MT site:v3cars.com mileage","""Kia Seltos"" Petrol MT site:carwale.com mileage",17.7,,,https://www.cardekho.com/india-car-news/heres-how-fuel-efficient-the-facelifted-kia-seltos-is-31186.htm,,,kia_seltos__hte-opt-tgdi-imt__petrol_manual | kia_seltos__htk-opt-tgdi-imt__petrol_manual | kia_seltos__htk-tgdi-imt__petrol_manual
Kia,Syros,Petrol,Manual,MT,118bhp_172nm_turbo,3,Kia Syros HTE Opt Turbo | Kia Syros HTE Turbo | Kia Syros HTK EX Turbo,"""Kia Syros"" Petrol MT ARAI mileage","""Kia Syros"" 118bhp 172nm turbo claimed mileage kmpl","""Kia Syros"" Petrol MT brochure mileage","""Kia Syros"" Petrol MT site:v3cars.com mileage","""Kia Syros"" Petrol MT site:carwale.com mileage",18.2,,,https://www.autocarindia.com/cars/kia/syros/mileage,,,kia_syros__hte-opt-turbo__petrol_manual | kia_syros__hte-turbo__petrol_manual | kia_syros__htk-ex-turbo__petrol_manual
Land Rover,Range Rover Sport,Petrol,Automatic,AT,626.25bhp_700nm_4l,3,Land Rover Range Rover Sport 4.4 l SV | Land Rover Range Rover Sport 4.4 l SV Black | Land Rover Range Rover Sport 4.4 l SV Carbon,"""Land Rover Range Rover Sport"" Petrol AT ARAI mileage","""Land Rover Range Rover Sport"" 626.25bhp 700nm 4l claimed mileage kmpl","""Land Rover Range Rover Sport"" Petrol AT brochure mileage","""Land Rover Range Rover Sport"" Petrol AT site:v3cars.com mileage","""Land Rover Range Rover Sport"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_range-rover-sport__4-4-l-sv__petrol_automatic | land-rover_range-rover-sport__4-4-l-sv-black__petrol_automatic | land-rover_range-rover-sport__4-4-l-sv-carbon__petrol_automatic
Lexus,Nx,Petrol,Automatic,AT,187.74bhp_239nm,3,Lexus Nx 350h F-sport | Lexus Nx 350h Luxury | Lexus Nx 350h Overtrail,"""Lexus Nx"" Petrol AT ARAI mileage","""Lexus Nx"" 187.74bhp 239nm claimed mileage kmpl","""Lexus Nx"" Petrol AT brochure mileage","""Lexus Nx"" Petrol AT site:v3cars.com mileage","""Lexus Nx"" Petrol AT site:carwale.com mileage",,,,,,,lexus_nx__350h-f-sport__petrol_automatic | lexus_nx__350h-luxury__petrol_automatic | lexus_nx__350h-overtrail__petrol_automatic
Mahindra,Thar,Diesel,Manual,MT,116.93bhp_300nm_diesel,3,Mahindra Thar AXT RWD Diesel | Mahindra Thar LXT 4WD Diesel | Mahindra Thar LXT RWD Diesel,"""Mahindra Thar"" Diesel MT ARAI mileage","""Mahindra Thar"" 116.93bhp 300nm diesel claimed mileage kmpl","""Mahindra Thar"" Diesel MT brochure mileage","""Mahindra Thar"" Diesel MT site:v3cars.com mileage","""Mahindra Thar"" Diesel MT site:carwale.com mileage",,,,,,,mahindra_thar__axt-rwd-diesel__diesel_manual | mahindra_thar__lxt-4wd-diesel__diesel_manual | mahindra_thar__lxt-rwd-diesel__diesel_manual
Mercedes Benz,Gls,Diesel,Automatic,AT,362.07bhp_750nm,3,Mercedes Benz Gls Mercedes-Benz GLS 450d 4MATIC AMG Line | Mercedes Benz Gls Mercedes-Benz GLS 450d 4matic | Mercedes Benz Gls Mercedes-Benz GLS 450d Night Edition,"""Mercedes Benz Gls"" Diesel AT ARAI mileage","""Mercedes Benz Gls"" 362.07bhp 750nm claimed mileage kmpl","""Mercedes Benz Gls"" Diesel AT brochure mileage","""Mercedes Benz Gls"" Diesel AT site:v3cars.com mileage","""Mercedes Benz Gls"" Diesel AT site:carwale.com mileage",,,,,,,mercedes-benz_gls__mercedes-benz-gls-450d-4matic-amg-line__diesel_automatic | mercedes-benz_gls__mercedes-benz-gls-450d-4matic__diesel_automatic | mercedes-benz_gls__mercedes-benz-gls-450d-night-edition__diesel_automatic
Mercedes Benz,Gls,Petrol,Automatic,AT,375.48bhp_500nm,3,Mercedes Benz Gls Mercedes-Benz GLS 450 4MATIC AMG Line | Mercedes Benz Gls Mercedes-Benz GLS 450 4matic | Mercedes Benz Gls Mercedes-Benz GLS 450 Night Edition,"""Mercedes Benz Gls"" Petrol AT ARAI mileage","""Mercedes Benz Gls"" 375.48bhp 500nm claimed mileage kmpl","""Mercedes Benz Gls"" Petrol AT brochure mileage","""Mercedes Benz Gls"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Gls"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_gls__mercedes-benz-gls-450-4matic-amg-line__petrol_automatic | mercedes-benz_gls__mercedes-benz-gls-450-4matic__petrol_automatic | mercedes-benz_gls__mercedes-benz-gls-450-night-edition__petrol_automatic
Mercedes Benz,Maybach Gls,Petrol,Automatic,AT,550bhp_700nm,3,Mercedes Benz Maybach Gls Mercedes-Benz Maybach GLS 600 4MATIC | Mercedes Benz Maybach Gls Mercedes-Benz Maybach GLS 600 Celebration Edition | Mercedes Benz Maybach Gls Mercedes-Benz Maybach GLS 600 Night Series,"""Mercedes Benz Maybach Gls"" Petrol AT ARAI mileage","""Mercedes Benz Maybach Gls"" 550bhp 700nm claimed mileage kmpl","""Mercedes Benz Maybach Gls"" Petrol AT brochure mileage","""Mercedes Benz Maybach Gls"" Petrol AT site:v3cars.com mileage","""Mercedes Benz Maybach Gls"" Petrol AT site:carwale.com mileage",,,,,,,mercedes-benz_maybach-gls__mercedes-benz-maybach-gls-600-4matic__petrol_automatic | mercedes-benz_maybach-gls__mercedes-benz-maybach-gls-600-celebration-edition__petrol_automatic | mercedes-benz_maybach-gls__mercedes-benz-maybach-gls-600-night-series__petrol_automatic
Mg,Majestor,Diesel,Automatic,AT,213bhp_478nm,3,Mg Majestor Savvy 4x2 | Mg Majestor Savvy 4x2 6STR | Mg Majestor Savvy 4x4,"""Mg Majestor"" Diesel AT ARAI mileage","""Mg Majestor"" 213bhp 478nm claimed mileage kmpl","""Mg Majestor"" Diesel AT brochure mileage","""Mg Majestor"" Diesel AT site:v3cars.com mileage","""Mg Majestor"" Diesel AT site:carwale.com mileage",,,,,,,mg_majestor__savvy-4x2__diesel_automatic | mg_majestor__savvy-4x2-6str__diesel_automatic | mg_majestor__savvy-4x4__diesel_automatic
Renault,Duster,Petrol,Manual,MT,99bhp_166nm_turbo,3,Renault Duster Authentic 1.0 Turbo | Renault Duster Evolution 1.0 Turbo | Renault Duster Techno 1.0 Turbo,"""Renault Duster"" Petrol MT ARAI mileage","""Renault Duster"" 99bhp 166nm turbo claimed mileage kmpl","""Renault Duster"" Petrol MT brochure mileage","""Renault Duster"" Petrol MT site:v3cars.com mileage","""Renault Duster"" Petrol MT site:carwale.com mileage",,,,,,,renault_duster__authentic-1-0-turbo__petrol_manual | renault_duster__evolution-1-0-turbo__petrol_manual | renault_duster__techno-1-0-turbo__petrol_manual
Tata,Altroz,Petrol,Automatic,AT,86.79bhp_115nm,3,Tata Altroz Accomplished Plus S DCA | Tata Altroz Accomplished S DCA | Tata Altroz Creative S DCA,"""Tata Altroz"" Petrol AT ARAI mileage","""Tata Altroz"" 86.79bhp 115nm claimed mileage kmpl","""Tata Altroz"" Petrol AT brochure mileage","""Tata Altroz"" Petrol AT site:v3cars.com mileage","""Tata Altroz"" Petrol AT site:carwale.com mileage",18.5,,,,,,tata_altroz__accomplished-plus-s-dca__petrol_automatic | tata_altroz__accomplished-s-dca__petrol_automatic | tata_altroz__creative-s-dca__petrol_automatic
Tata,Altroz,Diesel,Manual,MT,88.76bhp_200nm_diesel,3,Tata Altroz Accomplished S Diesel | Tata Altroz Creative S Diesel | Tata Altroz Pure Diesel,"""Tata Altroz"" Diesel MT ARAI mileage","""Tata Altroz"" 88.76bhp 200nm diesel claimed mileage kmpl","""Tata Altroz"" Diesel MT brochure mileage","""Tata Altroz"" Diesel MT site:v3cars.com mileage","""Tata Altroz"" Diesel MT site:carwale.com mileage",23.64,,,,,,tata_altroz__accomplished-s-diesel__diesel_manual | tata_altroz__creative-s-diesel__diesel_manual | tata_altroz__pure-diesel__diesel_manual
Tata,Safari,Diesel,Manual,MT,167.62bhp_280nm,3,Tata Safari Accomplished Ultra | Tata Safari Accomplished Ultra 6S | Tata Safari Accomplished Ultra Red Dark 6S,"""Tata Safari"" Diesel MT ARAI mileage","""Tata Safari"" 167.62bhp 280nm claimed mileage kmpl","""Tata Safari"" Diesel MT brochure mileage","""Tata Safari"" Diesel MT site:v3cars.com mileage","""Tata Safari"" Diesel MT site:carwale.com mileage",16.3,,,https://www.autocarindia.com/cars/tata/safari/mileage,,,tata_safari__accomplished-ultra__diesel_manual | tata_safari__accomplished-ultra-6s__diesel_manual | tata_safari__accomplished-ultra-red-dark-6s__diesel_manual
Tata,Sierra,Petrol,Automatic,AT,105bhp_145nm,3,Tata Sierra Adventure DCA | Tata Sierra Pure DCA | Tata Sierra Pure Plus DCA,"""Tata Sierra"" Petrol AT ARAI mileage","""Tata Sierra"" 105bhp 145nm claimed mileage kmpl","""Tata Sierra"" Petrol AT brochure mileage","""Tata Sierra"" Petrol AT site:v3cars.com mileage","""Tata Sierra"" Petrol AT site:carwale.com mileage",16.9,,,https://www.carwale.com/tata-cars/sierra/,,,tata_sierra__adventure-dca__petrol_automatic | tata_sierra__pure-dca__petrol_automatic | tata_sierra__pure-plus-dca__petrol_automatic
Tata,Sierra,Petrol,Automatic,AT,158bhp_255nm_turbo,3,Tata Sierra Accomplished Plus Turbo | Tata Sierra Accomplished Turbo | Tata Sierra Adventure Plus Turbo,"""Tata Sierra"" Petrol AT ARAI mileage","""Tata Sierra"" 158bhp 255nm turbo claimed mileage kmpl","""Tata Sierra"" Petrol AT brochure mileage","""Tata Sierra"" Petrol AT site:v3cars.com mileage","""Tata Sierra"" Petrol AT site:carwale.com mileage",15.3,,,https://www.carwale.com/tata-cars/sierra/,,,tata_sierra__accomplished-plus-turbo__petrol_automatic | tata_sierra__accomplished-turbo__petrol_automatic | tata_sierra__adventure-plus-turbo__petrol_automatic
Tata,Yodha Pickup,Diesel,Manual,MT,85bhp_250nm,3,Tata Yodha Pickup 1500 | Tata Yodha Pickup 4x4 | Tata Yodha Pickup Crew Cabin,"""Tata Yodha Pickup"" Diesel MT ARAI mileage","""Tata Yodha Pickup"" 85bhp 250nm claimed mileage kmpl","""Tata Yodha Pickup"" Diesel MT brochure mileage","""Tata Yodha Pickup"" Diesel MT site:v3cars.com mileage","""Tata Yodha Pickup"" Diesel MT site:carwale.com mileage",15,,,https://www.zigwheels.com/tata-cars/yodha-pickup/mileage,,,tata_yodha-pickup__1500__diesel_manual | tata_yodha-pickup__4x4__diesel_manual | tata_yodha-pickup__crew-cabin__diesel_manual
Toyota,Fortuner,Diesel,Manual,MT,201.15bhp_420nm_diesel,3,Toyota Fortuner 4X2 Diesel | Toyota Fortuner 4X4 Diesel | Toyota Fortuner Leader Edition 4x2 Diesel,"""Toyota Fortuner"" Diesel MT ARAI mileage","""Toyota Fortuner"" 201.15bhp 420nm diesel claimed mileage kmpl","""Toyota Fortuner"" Diesel MT brochure mileage","""Toyota Fortuner"" Diesel MT site:v3cars.com mileage","""Toyota Fortuner"" Diesel MT site:carwale.com mileage",14.4,,,https://www.carwale.com/toyota-cars/fortuner/,,,toyota_fortuner__4x2-diesel__diesel_manual | toyota_fortuner__4x4-diesel__diesel_manual | toyota_fortuner__leader-edition-4x2-diesel__diesel_manual
Toyota,Fortuner,Diesel,Automatic,AT,201.15bhp_500nm_diesel,3,Toyota Fortuner 4X2 Diesel AT | Toyota Fortuner GR S 4X4 Diesel AT | Toyota Fortuner Leader Edition 4x2 Diesel AT,"""Toyota Fortuner"" Diesel AT ARAI mileage","""Toyota Fortuner"" 201.15bhp 500nm diesel claimed mileage kmpl","""Toyota Fortuner"" Diesel AT brochure mileage","""Toyota Fortuner"" Diesel AT site:v3cars.com mileage","""Toyota Fortuner"" Diesel AT site:carwale.com mileage",14.6,,,https://www.carwale.com/toyota-cars/fortuner/,,,toyota_fortuner__4x2-diesel-at__diesel_automatic | toyota_fortuner__gr-s-4x4-diesel-at__diesel_automatic | toyota_fortuner__leader-edition-4x2-diesel-at__diesel_automatic
Audi,A4,Petrol,Automatic,AT,207bhp_320nm,2,Audi A4 Premium Plus | Audi A4 Technology,"""Audi A4"" Petrol AT ARAI mileage","""Audi A4"" 207bhp 320nm claimed mileage kmpl","""Audi A4"" Petrol AT brochure mileage","""Audi A4"" Petrol AT site:v3cars.com mileage","""Audi A4"" Petrol AT site:carwale.com mileage",,,,,,,audi_a4__premium-plus__petrol_automatic | audi_a4__technology__petrol_automatic
Audi,Q7,Petrol,Automatic,AT,335bhp_500nm,2,Audi Q7 Premium Plus | Audi Q7 Technology,"""Audi Q7"" Petrol AT ARAI mileage","""Audi Q7"" 335bhp 500nm claimed mileage kmpl","""Audi Q7"" Petrol AT brochure mileage","""Audi Q7"" Petrol AT site:v3cars.com mileage","""Audi Q7"" Petrol AT site:carwale.com mileage",,,,,,,audi_q7__premium-plus__petrol_automatic | audi_q7__technology__petrol_automatic
Bmw,Z4,Petrol,Automatic,AT,335bhp_500nm,2,Bmw Z4 M40i | Bmw Z4 M40i Pure Impulse AT,"""Bmw Z4"" Petrol AT ARAI mileage","""Bmw Z4"" 335bhp 500nm claimed mileage kmpl","""Bmw Z4"" Petrol AT brochure mileage","""Bmw Z4"" Petrol AT site:v3cars.com mileage","""Bmw Z4"" Petrol AT site:carwale.com mileage",,,,,,,bmw_z4__m40i__petrol_automatic | bmw_z4__m40i-pure-impulse-at__petrol_automatic
Hyundai,Verna,Petrol,Manual,MT,157.57bhp_253nm_turbo,2,Hyundai Verna HX8 Turbo | Hyundai Verna HX8 Turbo DT,"""Hyundai Verna"" Petrol MT ARAI mileage","""Hyundai Verna"" 157.57bhp 253nm turbo claimed mileage kmpl","""Hyundai Verna"" Petrol MT brochure mileage","""Hyundai Verna"" Petrol MT site:v3cars.com mileage","""Hyundai Verna"" Petrol MT site:carwale.com mileage",,,,,,,hyundai_verna__hx8-turbo__petrol_manual | hyundai_verna__hx8-turbo-dt__petrol_manual
Isuzu,V Cross,Diesel,Manual,MT,160.92bhp_360nm,2,Isuzu V Cross V-Cross 4x4 Z | Isuzu V Cross V-Cross 4x4 Z Prestige,"""Isuzu V Cross"" Diesel MT ARAI mileage","""Isuzu V Cross"" 160.92bhp 360nm claimed mileage kmpl","""Isuzu V Cross"" Diesel MT brochure mileage","""Isuzu V Cross"" Diesel MT site:v3cars.com mileage","""Isuzu V Cross"" Diesel MT site:carwale.com mileage",,,,,,,isuzu_v-cross__v-cross-4x4-z__diesel_manual | isuzu_v-cross__v-cross-4x4-z-prestige__diesel_manual
Kia,Seltos,Petrol,Automatic,IVT,113bhp_114nm,2,Kia Seltos HTE Opt iVT | Kia Seltos HTK iVT,"""Kia Seltos"" Petrol IVT ARAI mileage","""Kia Seltos"" 113bhp 114nm claimed mileage kmpl","""Kia Seltos"" Petrol IVT brochure mileage","""Kia Seltos"" Petrol IVT site:v3cars.com mileage","""Kia Seltos"" Petrol IVT site:carwale.com mileage",17.7,,,https://www.cardekho.com/india-car-news/heres-how-fuel-efficient-the-facelifted-kia-seltos-is-31186.htm,,,kia_seltos__hte-opt-ivt__petrol_automatic | kia_seltos__htk-ivt__petrol_automatic
Kia,Syros,Diesel,Manual,MT,114bhp_250nm_diesel,2,Kia Syros HTE Opt Diesel | Kia Syros HTK Plus Opt Diesel,"""Kia Syros"" Diesel MT ARAI mileage","""Kia Syros"" 114bhp 250nm diesel claimed mileage kmpl","""Kia Syros"" Diesel MT brochure mileage","""Kia Syros"" Diesel MT site:v3cars.com mileage","""Kia Syros"" Diesel MT site:carwale.com mileage",17.65,,,https://www.autocarindia.com/cars/kia/syros/mileage,,,kia_syros__hte-opt-diesel__diesel_manual | kia_syros__htk-plus-opt-diesel__diesel_manual
Kia,Syros,Petrol,Automatic,DCT,118bhp_172nm_turbo,2,Kia Syros HTK Plus Opt Turbo DCT | Kia Syros HTX Opt Turbo DCT,"""Kia Syros"" Petrol DCT ARAI mileage","""Kia Syros"" 118bhp 172nm turbo claimed mileage kmpl","""Kia Syros"" Petrol DCT brochure mileage","""Kia Syros"" Petrol DCT site:v3cars.com mileage","""Kia Syros"" Petrol DCT site:carwale.com mileage",17.68,,,https://www.autocarindia.com/cars/kia/syros/mileage,,,kia_syros__htk-plus-opt-turbo-dct__petrol_automatic | kia_syros__htx-opt-turbo-dct__petrol_automatic
Lamborghini,Huracan Evo,Petrol,Automatic,AT,630.28bhp_565nm,2,Lamborghini Huracan Evo STO | Lamborghini Huracan Evo Tecnica,"""Lamborghini Huracan Evo"" Petrol AT ARAI mileage","""Lamborghini Huracan Evo"" 630.28bhp 565nm claimed mileage kmpl","""Lamborghini Huracan Evo"" Petrol AT brochure mileage","""Lamborghini Huracan Evo"" Petrol AT site:v3cars.com mileage","""Lamborghini Huracan Evo"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_huracan-evo__sto__petrol_automatic | lamborghini_huracan-evo__tecnica__petrol_automatic
Lamborghini,Urus,Petrol,Automatic,AT,657.1bhp_850nm,2,Lamborghini Urus Performante | Lamborghini Urus S,"""Lamborghini Urus"" Petrol AT ARAI mileage","""Lamborghini Urus"" 657.1bhp 850nm claimed mileage kmpl","""Lamborghini Urus"" Petrol AT brochure mileage","""Lamborghini Urus"" Petrol AT site:v3cars.com mileage","""Lamborghini Urus"" Petrol AT site:carwale.com mileage",,,,,,,lamborghini_urus__performante__petrol_automatic | lamborghini_urus__s__petrol_automatic
Land Rover,Defender,Petrol,Automatic,AT,626bhp_750nm_petrol_4l,2,Land Rover Defender 4.4 l V8 Petrol 110 OCTA | Land Rover Defender 4.4 l V8 Petrol 110 OCTA Edition One,"""Land Rover Defender"" Petrol AT ARAI mileage","""Land Rover Defender"" 626bhp 750nm petrol 4l claimed mileage kmpl","""Land Rover Defender"" Petrol AT brochure mileage","""Land Rover Defender"" Petrol AT site:v3cars.com mileage","""Land Rover Defender"" Petrol AT site:carwale.com mileage",,,,,,,land-rover_defender__4-4-l-v8-petrol-110-octa__petrol_automatic | land-rover_defender__4-4-l-v8-petrol-110-octa-edition-one__petrol_automatic
Land Rover,Discovery,Diesel,Automatic,AT,296.36bhp_650nm_diesel,2,Land Rover Discovery 3.0 Diesel Dynamic HSE | Land Rover Discovery 3.0 Diesel Metropolitan Edition,"""Land Rover Discovery"" Diesel AT ARAI mileage","""Land Rover Discovery"" 296.36bhp 650nm diesel claimed mileage kmpl","""Land Rover Discovery"" Diesel AT brochure mileage","""Land Rover Discovery"" Diesel AT site:v3cars.com mileage","""Land Rover Discovery"" Diesel AT site:carwale.com mileage",,,,,,,land-rover_discovery__3-0-diesel-dynamic-hse__diesel_automatic | land-rover_discovery__3-0-diesel-metropolitan-edition__diesel_automatic
Lexus,Lm,Petrol,Automatic,AT,190.42bhp_242nm,2,Lexus Lm 350h 4 Seater Ultra Luxury | Lexus Lm 350h 7 Seater VIP,"""Lexus Lm"" Petrol AT ARAI mileage","""Lexus Lm"" 190.42bhp 242nm claimed mileage kmpl","""Lexus Lm"" Petrol AT brochure mileage","""Lexus Lm"" Petrol AT site:v3cars.com mileage","""Lexus Lm"" Petrol AT site:carwale.com mileage",,,,,,,lexus_lm__350h-4-seater-ultra-luxury__petrol_automatic | lexus_lm__350h-7-seater-vip__petrol_automatic
Lexus,Lx,Diesel,Automatic,AT,304.41bhp_700nm,2,Lexus Lx 500d | Lexus Lx 500d Overtrail,"""Lexus Lx"" Diesel AT ARAI mileage","""Lexus Lx"" 304.41bhp 700nm claimed mileage kmpl","""Lexus Lx"" Diesel AT brochure mileage","""Lexus Lx"" Diesel AT site:v3cars.com mileage","""Lexus Lx"" Diesel AT site:carwale.com mileage",,,,,,,lexus_lx__500d__diesel_automatic | lexus_lx__500d-overtrail__diesel_automatic
Mahindra,Bolero Neo Plus,Diesel,Manual,MT,118.35bhp_280nm,2,Mahindra Bolero Neo Plus P10 | Mahindra Bolero Neo Plus P4,"""Mahindra Bolero Neo Plus"" Diesel MT ARAI mileage","""Mahindra Bolero Neo Plus"" 118.35bhp 280nm claimed mileage kmpl","""Mahindra Bolero Neo Plus"" Diesel MT brochure mileage","""Mahindra Bolero Neo Plus"" Diesel MT site:v3cars.com mileage","""Mahindra Bolero Neo Plus"" Diesel MT site:carwale.com mileage",,,,,,,mahindra_bolero-neo-plus__p10__diesel_manual | mahindra_bolero-neo-plus__p4__diesel_manual
Mahindra,Thar,Petrol,Automatic,AT,150.19bhp_320nm,2,Mahindra Thar LXT 4WD AT | Mahindra Thar LXT RWD AT,"""Mahindra Thar"" Petrol AT ARAI mileage","""Mahindra Thar"" 150.19bhp 320nm claimed mileage kmpl","""Mahindra Thar"" Petrol AT brochure mileage","""Mahindra Thar"" Petrol AT site:v3cars.com mileage","""Mahindra Thar"" Petrol AT site:carwale.com mileage",,,,,,,mahindra_thar__lxt-4wd-at__petrol_automatic | mahindra_thar__lxt-rwd-at__petrol_automatic
Maserati,Grecale,Petrol,Automatic,AT,296bhp_450nm,2,Maserati Grecale GT | Maserati Grecale Modena,"""Maserati Grecale"" Petrol AT ARAI mileage","""Maserati Grecale"" 296bhp 450nm claimed mileage kmpl","""Maserati Grecale"" Petrol AT brochure mileage","""Maserati Grecale"" Petrol AT site:v3cars.com mileage","""Maserati Grecale"" Petrol AT site:carwale.com mileage",,,,,,,maserati_grecale__gt__petrol_automatic | maserati_grecale__modena__petrol_automatic
Mercedes,Benz C Class,Petrol,Automatic,AT,254.79bhp_400nm,2,Mercedes Benz C Class Mercedes-Benz C-Class C 300 | Mercedes Benz C Class Mercedes-Benz C-Class Celebration Edition,"""Mercedes Benz C Class"" Petrol AT ARAI mileage","""Mercedes Benz C Class"" 254.79bhp 400nm claimed mileage kmpl","""Mercedes Benz C Class"" Petrol AT brochure mileage","""Mercedes Benz C Class"" Petrol AT site:v3cars.com mileage","""Mercedes Benz C Class"" Petrol AT site:carwale.com mileage",,,,,,,mercedes_benz-c-class__mercedes-benz-c-class-c-300__petrol_automatic | mercedes_benz-c-class__mercedes-benz-c-class-celebration-edition__petrol_automatic
