make,model,variant,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
MG Motors,Hector,Shine 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector,Shine 2.0 Turbo Diesel MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector,Smart 1.5 Turbo CVT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector,Smart 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector,Smart 2.0 Turbo Diesel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Smart 2.0 Turbo Diesel MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart EX 1.5 Turbo Petrol CVT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Smart EX 1.5 Turbo Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Smart EX CVT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart EX MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart Pro 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart Pro 1.5 Turbo Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Smart Pro 2.0 Turbo Diesel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Smart Pro 2.0 Turbo Diesel MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart Pro 2.0 Turbo Diesel MT Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Smart Pro EX 1.5 Turbo Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector,Style 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector,Style 1.5 Turbo Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Savvy Pro 1.5 Turbo Petrol CVT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol CVT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol MT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 1.5 Turbo Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector Plus,Sharp Pro 2.0 Turbo Diesel 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 2.0 Turbo Diesel 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 2.0 Turbo Diesel 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro 2.0 Turbo Diesel 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,Hector Plus,Sharp Pro EX 1.5 Turbo Petrol CVT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector Plus,Sharp Pro EX 1.5 Turbo Petrol MT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector Plus,Smart 1.5 Turbo Petrol 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector Plus,Smart 2.0 Turbo Diesel 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector Plus,Smart EX 1.5 Turbo Petrol 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,Hector Plus,Smart EX 1.5 Turbo Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MG Motors,Hector Plus,Smart Pro 2.0 Turbo Diesel 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MG Motors,ZS EV,Exclusive Pro,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
MG Motors,ZS EV,Exclusive Pro Iconic Ivory,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Tata,Nexon EV,Creative Plus Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Empowered Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Empowered Plus Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Empowered Plus Long Range Dark Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Plus Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Plus Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Plus S Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata,Nexon EV,Fearless Plus S Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Creative Plus Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Empowered Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Empowered Plus Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Empowered Plus Long Range Dark Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Plus Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Plus Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Plus S Long Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tata EV,Nexon EV,Fearless Plus S Medium Range,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Toyota,Innova Crysta,G-SLF 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toyota,Innova Crysta,G-SLF 8 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toyota,Innova Crysta,GX 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Toyota,Innova Crysta,GX 8 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Toyota,Innova Crysta,VX FLT 2.4 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toyota,Innova Crysta,VX FLT 2.4 8 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Toyota,Innova Hycross,GX Limited Edition 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Toyota,Innova Hycross,GX Limited Edition 8 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Toyota,Innova Hycross,VX (O) Hybrid 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Toyota,Innova Hycross,VX (O) Hybrid 8 STR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Taigun,GT 1.5 DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Taigun,GT Edge Carbon Steel Grey chrome 1.5 TSI DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Carbon Steel Grey chrome 1.5 TSI MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Deep Black Pearl chrome 1.5 TSI DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Deep Black Pearl chrome 1.5 TSI MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Limited Edition Carbon Steel Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Limited Edition Deep Black Pearl,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Limited Edition DSG Deep Black Pearl,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Edge Trail Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,GT Plus 1.5 MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Volkswagen,Taigun,GT Plus 1.5 MT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Taigun,GT Plus 1.5 TSI DSG (With Ventilated Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Volkswagen,Taigun,GT Plus Chrome - 1.5L TSI EVO DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Taigun,GT Plus Edge DSG  Carbon Steel Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,Sound Edition Topline AT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,Sound Edition Topline MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Taigun,Topline 1.0 TSI AT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Taigun,Topline 1.0 TSI MT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Virtus,GT 1.5 TSI DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Edge Limited Edition DSG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Edge Limited Edition MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Plus 1.5 MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Plus 1.5 MT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Virtus,GT Plus 1.5 TSI EVO DSG (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Virtus,GT Plus Edge Deep Black Pearl (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Plus Edge DSG Carbon Steel Grey Matte (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Plus Edge LE DSG Deep Black Pearl (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,GT Plus Edge MT Carbon Steel Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,Sound Edition Topline AT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,Sound Edition Topline MT,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Volkswagen,Virtus,Topline 1.0 TSI AT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volkswagen,Virtus,Topline 1.0 TSI MT (Electric Seats),0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Volvo,C40 Recharge,E80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Aston Martin,Vantage,V8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Audi,Q3 Sportback,Bold Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BMW,2 Series Gran Coupe,220i M Sport Shadow Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
BMW,3 Series Gran Limousine,320Ld M Sport Pro Editon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
BMW,3 Series Gran Limousine,330Li M Sport Pro Editon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
BMW,6 Series GT,620d M Sport Signature,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BMW,M2,3.0 Petrol AT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BMW,M2,3.0 Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BMW,M340i,xDrive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BMW,M4,Competition xDrive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
BMW,M4,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Citroen,C3 AIRCROSS,Dhoni Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Force Motors,Gurkha,5 Door (7-Seater),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N10 1.5 Turbo DCT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N10 1.5 Turbo DCT Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N10 1.5 Turbo DCT Titan Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Creta N-Line,N10 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N10 1.5 Turbo MT Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N10 1.5 Turbo MT Titan Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Creta N-Line,N8 1.5 Turbo DCT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N8 1.5 Turbo DCT Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Creta N-Line,N8 1.5 Turbo DCT Titan Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Creta N-Line,N8 1.5 Turbo MT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Creta N-Line,N8 1.5 Turbo MT Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Creta N-Line,N8 1.5 Turbo MT Titan Grey Matte,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Hyundai,Grand i10 Nios,Magna 1.2 Hy-CNG Duo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hyundai,Grand i10 Nios,Sportz 1.2 Hy-CNG Duo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Bolero Neo Plus,P10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Bolero Neo Plus,P4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Scorpio N,Z8 Select Diesel AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Scorpio N,Z8 Select Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Scorpio N,Z8 Select Petrol AT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Scorpio N,Z8 Select Petrol MT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX3 L Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX5 L Diesel AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX5 L Diesel AT 4WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX7 L Diesel AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX7 L Diesel AT 4WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX7 L Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX7 L Diesel MT 4WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,AX7 L Petrol AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX1 Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX1 Petrol MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX3 Diesel AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX3 Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX3 Petrol AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX5 Diesel AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX5 Diesel MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX5 Diesel MT 4WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX5 Petrol AT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,Thar Roxx,MX5 Petrol MT 2WD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX3 Diesel AT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX3 Diesel MT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX3 Diesel MT 5 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX3 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mahindra,XUV700,AX3 Diesel MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mahindra,XUV700,AX3 Petrol AT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX3 Petrol MT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX3 Petrol MT 5 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Diesel AT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Diesel MT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Petrol AT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Petrol AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Petrol MT 5 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Petrol MT 5 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mahindra,XUV700,AX5 Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Petrol MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Diesel MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Petrol AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX5 Select Petrol MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT AWD 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel AT AWD 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel MT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel MT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Diesel MT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel 7 STR Blaze Editon AT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel 7 STR Blaze Editon MT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT AWD 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel AT AWD 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel MT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel MT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Diesel MT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Petrol 7 STR Blaze Editon AT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Petrol AT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Petrol AT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Petrol AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Luxury Pack Petrol AT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol AT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol AT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol AT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol AT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol MT 6 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol MT 6 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,AX7 Petrol MT 7 STR Dual Tone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,MX Diesel MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,MX Diesel MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,MX Petrol MT 7 STR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mahindra,XUV700,MX Petrol MT 7 STR (ESP),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Maruti Suzuki,Alto K10,LXi (O) S-CNG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
